time_s,ax,ay,az,gx,gy,gz,activity,split,recording_id
2.0,0.041277232920699965,0.031759717497250754,0.01249810720008371,-0.0426506511867046,-0.0103920362889766,0.0743763372302055,standing,train,211843848
2.0100000000000002,0.03244827372579682,0.022136926459831396,-0.027298969839154766,-0.0414349138736724,-0.015554747544229,0.0810712054371833,standing,train,211843848
2.02,-0.011796599540561392,-0.014172099258880171,-0.10087578182510913,-0.0296439509838819,-0.0022649310994893,0.096076376736164,standing,train,211843848
2.0300000000000002,-0.02419599476349548,-0.03884224956764084,-0.14258664335871024,-0.0108749996870756,-0.0163707882165908,0.0876994654536247,standing,train,211843848
2.04,0.05633345573698313,-0.02954879424640843,-0.09130891827480583,0.0021650076378136,-0.0162209030240774,0.0783899277448654,standing,train,211843848
2.05,0.12490628541417748,-0.015805392659996628,-0.0585056913264092,0.0110415387898683,-0.0156213631853461,0.0707457885146141,standing,train,211843848
2.06,0.15712806290995507,0.011466934137043782,-0.08186945801902194,0.0176531393080949,-0.0180694870650768,0.0580888204276561,standing,train,211843848
2.07,0.17194112852889032,0.03377270909903628,-0.11029339729949214,0.0174033306539058,-0.024414625018835,0.0532591864466667,standing,train,211843848
2.08,0.13166790414631616,0.04036285175989006,-0.15472921250762975,0.0083935679867863,-0.0296272970736026,0.0507111400365829,standing,train,211843848
2.09,0.09030605795300709,0.03438575378132484,-0.18343750760638644,0.0060786753892898,-0.0289278328418731,0.0402524881064891,standing,train,211843848
2.1,0.04536372892459315,-0.012925064457354677,-0.1604179067223667,0.0143723199144005,-0.0163541343063116,0.0225993487983942,standing,train,211843848
2.11,0.003704687770960189,-0.053072675534664854,-0.13615610452708135,0.0223995018750429,-0.0108916535973548,0.005662327632308,standing,train,211843848
2.12,-0.026670540807827377,-0.06860219336935715,-0.10762517720139324,0.0242980476468801,-0.0085101453587412,-0.0062951762229204,standing,train,211843848
2.13,-0.050484435297049456,-0.07182445569669171,-0.09248114714367679,0.013306469656527,-0.007261102553457,-0.0163541343063116,standing,train,211843848
2.14,-0.05076085725599711,-0.03089690268567328,-0.12535993110660726,-0.0008326952229253,0.0026146629825234,-0.0257136281579732,standing,train,211843848
2.15,-0.058086050140397395,0.0036668594580766835,-0.14494867608879564,-0.0067614852450788,0.0113746169954538,-0.0338740423321723,standing,train,211843848
2.16,-0.09182922266229084,0.014379868140448367,-0.11472788932596699,-0.0037304747384041,0.0093095330521464,-0.036771822720766,standing,train,211843848
2.17,-0.11735703610767273,0.019741695914589904,-0.07545254581999979,0.002431470202282,0.0033141269814223,-0.0327249243855476,standing,train,211843848
2.18,-0.11067479923818735,0.004123088787125149,-0.0006769003114965172,0.0075275651179254,0.0049462099559605,-0.0277454052120447,standing,train,211843848
2.19,-0.09626973984577997,-0.007716533457623403,0.05714427123871972,0.0021150459069758,0.003847052110359,-0.0253305900841951,standing,train,211843848
2.2,-0.050155090792441286,-0.004039800171723087,0.04535107439727982,-0.0108083840459585,0.0013989279977977,-0.0195849929004907,standing,train,211843848
2.21,-0.00982600153187484,-0.00037307450480857183,0.012921508788687195,-0.0212170742452144,0.0003497319994494,-0.0122073125094175,standing,train,211843848
2.22,0.005596181634683584,0.003250568239238143,-0.10834787827454609,-0.0227658879011869,-0.0037138208281248,0.0005828866851516,standing,train,211843848
2.23,0.02007977762069219,0.008030878056508269,-0.21535172782999512,-0.0118242725729942,-0.0063784457743167,0.0130400070920586,standing,train,211843848
2.24,0.030319360232480358,0.01804129396302857,-0.25785103989747205,0.0093095330521464,-0.0055290963500738,0.0177364088594913,standing,train,211843848
2.25,0.031324958412724195,0.028256808327014604,-0.2973609635881628,0.0280951373279094,-0.0037970903795212,0.0137894330546259,standing,train,211843848
2.2600000000000002,-0.01157919964094161,0.03944761383839856,-0.3226556461891387,0.0413349904119968,0.0025480473414063,0.0087099922820925,standing,train,211843848
2.27,-0.05146996933860461,0.04559179580811431,-0.32395564204193267,0.0412683747708797,0.0066449078731238,0.0064950226806104,standing,train,211843848
2.2800000000000002,-0.07626018740668271,0.02644657251604876,-0.20501457923559027,0.0265796314924955,0.0054957885295152,0.0073110642842948,standing,train,211843848
2.29,-0.09388619117296393,0.008229396374561705,-0.08079541135619495,0.0096259573474526,0.0132898157462477,0.0092096095904707,standing,train,211843848
2.3000000000000003,-0.07362094819367143,-0.005079375007837653,0.07133944598299595,-0.0053792111575603,0.0279785599559545,0.0077440659515559,standing,train,211843848
2.31,-0.04768777275575148,-0.016988358615936693,0.2105580715647679,-0.0250308196991682,0.0319921523332595,0.0093428408727049,standing,train,211843848
2.32,0.00996209397641891,-0.02106439131310088,0.27749987692593076,-0.0486127473413944,0.0310262255370616,0.0169536750763654,standing,train,211843848
2.33,0.06642768189238442,-0.02292253915578137,0.3148191260679429,-0.0640342608094215,0.0251473970711231,0.0226160027086734,standing,train,211843848
2.34,0.11594543457395298,-0.011768971913360023,0.17835105670385693,-0.0624521449208259,0.0204676482826471,0.0224994253367185,standing,train,211843848
2.35,0.15000573319046406,0.0009829422718823004,0.01873486632632447,-0.0451986975967884,0.0123238898813724,0.0160710178315639,standing,train,211843848
2.36,0.0866446628189414,0.023808517140961005,-0.2867735019699129,-0.016504019498825,0.0025980090722441,0.0108083840459585,standing,train,211843848
2.37,0.024029629250406578,0.04385976117694209,-0.552877087060682,0.0187856052070856,0.001299004536122,0.0050461329519748,standing,train,211843848
2.38,-0.0335647554350449,0.045240423624111285,-0.5537959252387409,0.0596043244004249,0.0026812786236405,-0.0020817380864173,standing,train,211843848
2.39,-0.08064833178061369,0.04325549147258828,-0.5160644677720926,0.0929787531495094,0.0066948696039617,-0.0080937976017594,standing,train,211843848
2.4,-0.05212095019250015,0.017059687674030818,-0.20029674671697295,0.1032375544309616,0.0087266461923718,-0.0138227408751845,standing,train,211843848
2.41,-0.02457092697046707,-0.0068908319880137126,0.09138992318022025,0.0808547064661979,-0.0019984685350209,-0.0127568915486335,standing,train,211843848
2.42,-0.00454123136721813,-0.013564912536392198,0.19778386893731864,0.0281784068793058,-0.021983154118061,-0.005179364234209,standing,train,211843848
2.43,0.011268322365729605,-0.016281620972164956,0.2694001767155356,-0.0321753434836864,-0.0328914634883403,0.002831163816154,standing,train,211843848
2.44,-0.007268918891240373,0.01320984103462716,0.057969032866526445,-0.0723612159490585,-0.0310595333576202,0.0058788284659385,standing,train,211843848
2.45,-0.024092150764228236,0.04174096974666854,-0.1436765284240103,-0.0709622874855995,-0.0114412326365709,-4.99617162859e-05,standing,train,211843848
2.46,-0.025464153789436356,0.06161501078695111,-0.25710829290988585,-0.03495654463768,0.014705398119986,-0.0110415387898683,standing,train,211843848
2.47,-0.02591632800949311,0.07736817723405066,-0.3528188900742076,0.013672855682671,0.0357559323310852,-0.0209006499499082,standing,train,211843848
2.48,-0.01735262748538979,0.052729817605358435,-0.274832138344158,0.0530926473438739,0.0452653132379055,-0.0250308196991682,standing,train,211843848
2.49,-0.010752980398195104,0.02848977115825048,-0.1990729808389809,0.0679812431335449,0.039503064006567,-0.018202718347311,standing,train,211843848
2.5,-0.02524678310589436,0.008527510101564393,-0.14723763623156821,0.0507944114506244,0.0174699462950229,-0.0096925729885697,standing,train,211843848
2.5100000000000002,-0.03949529459331659,-0.008671292196482968,-0.1006599697455446,0.0177697166800498,-0.0020151224453002,0.0005995405954308,standing,train,211843848
2.52,-0.050834582895185686,0.006905307266086727,-0.1164398514653206,-0.0138227408751845,-0.0088765313848853,0.0086100688204169,standing,train,211843848
2.5300000000000002,-0.05963054715469473,0.02057234265870866,-0.126719682340922,-0.0288778711110353,-0.0087766079232096,0.0122572742402553,standing,train,211843848
2.54,-0.03486080503194936,0.009037765585738777,-0.06441218708417919,-0.0301435682922601,0.0034640121739357,0.0112580396234989,standing,train,211843848
2.5500000000000003,-0.012712156579710018,-0.002208890737062491,-0.006868492984135653,-0.023865045979619,0.0107084605842828,0.0132232001051306,standing,train,211843848
2.56,-0.02950648597995001,-0.009177755875492499,-0.020103117502202308,-0.0173367150127887,0.0153549006208777,0.0209339577704668,standing,train,211843848
2.57,-0.04376191538830237,-0.017140355327375338,-0.0314292992025505,-0.020767418667674,0.0112413857132196,0.0269293636083602,standing,train,211843848
2.58,-0.014985103829842784,-0.04194592400613978,-0.010408964117735973,-0.0267128627747297,0.0084768375381827,0.0313426479697227,standing,train,211843848
2.59,0.014613977553197969,-0.061980917420460836,0.0069538612840675555,-0.024714395403862,0.0146554363891482,0.0295939892530441,standing,train,211843848
2.6,0.059575398441256616,0.007112006371485127,-0.04401599902568109,-0.009409456513822,0.0202678013592958,0.0193351842463016,standing,train,211843848
2.61,0.10122599884385809,0.07307709476426161,-0.09436063133990659,-0.001865237369202,0.0193518381565809,0.0063284840434789,standing,train,211843848
2.62,0.06527381168639804,0.0657284088008974,-0.13005045662785106,-0.0017486599972471,0.015254977159202,0.0008660030434839,standing,train,211843848
2.63,0.028462503424500213,0.05741175377088964,-0.16242463884218739,-0.0026313168928027,0.014039241708815,-0.0031642420217394,standing,train,211843848
2.64,-0.033082120415023335,0.021228149284081583,-0.09934447118836641,0.007261102553457,0.0433168075978755,0.0060120597481727,standing,train,211843848
2.65,-0.09361371012625995,-0.014077058833723313,-0.038524679286605336,0.0237484686076641,0.0193684920668602,-0.0051460564136505,standing,train,211843848
2.66,-0.11645135831791248,-0.01669805578853483,-0.06181110753227317,0.0194850694388151,-0.0007993874605745,-0.0218665767461061,standing,train,211843848
2.67,-0.13812858628390476,-0.018961396847102387,-0.08472876780748188,0.0007161179091781,-0.0015488131903111,-0.0161542873829603,standing,train,211843848
2.68,-0.09899646597097594,-0.002482543071598699,-0.0883219286868301,-0.0067448313347995,-0.0095593417063355,-0.0128901218995451,standing,train,211843848
2.69,-0.05972735176042909,0.013969058155638519,-0.09164116632103633,-0.0005828866851516,-0.0069113704375922,-0.0136228939518332,standing,train,211843848
2.7,-0.008579663896110996,0.02805762418603872,-0.07120885370788683,0.0089098392054438,-0.0031808959320187,-0.012940083630383,standing,train,211843848
2.71,0.042439615704437814,0.042103357342352835,-0.050937160562763435,0.0170202907174825,-0.0011324655497446,-0.0087932618334889,standing,train,211843848
2.72,0.030972988284821455,0.03530579810460021,-0.1088259599764438,0.0156047092750668,-0.0059954058378934,-0.0051294025033712,standing,train,211843848
2.73,0.01950636086520561,0.028508238866847883,-0.1667147593901216,0.0079439124092459,-0.0077607198618352,-0.002897779457271,standing,train,211843848
2.74,-0.045614109821267554,0.011828882120217921,-0.23939530577105195,0.007627488579601,-0.0051627103239297,-0.0010158881777897,standing,train,211843848
2.75,-0.11077784233557217,-0.004858442454930062,-0.3120877789399164,0.0170036368072032,-0.0049795173108577,-0.0035972434561699,standing,train,211843848
2.7600000000000002,-0.11418485767272056,-0.00421252672348319,-0.2560679784091951,0.0288445632904768,-0.0021150459069758,-0.0081271054223179,standing,train,211843848
2.77,-0.1168595799208123,-0.0033610784982824565,-0.19852194538401627,0.0312760323286056,0.0077440659515559,-0.0125736985355615,standing,train,211843848
2.7800000000000002,-0.0634327451899851,0.012339555359328623,-0.06101247024140803,0.0186856817454099,0.0188022591173648,-0.0155380936339497,standing,train,211843848
2.79,-0.008931061022143952,0.028324684686880142,0.07802902407089557,-0.0039969370700418,0.0236651990562677,-0.0131066227331757,standing,train,211843848
2.8000000000000003,0.011845959505782495,0.006110431357536797,0.15480028470365345,-0.027645481750369,0.0196349546313285,-0.0049295560456812,standing,train,211843848
2.81,0.03174004696334222,-0.017103906022322528,0.22994127114888405,-0.0461313165724277,0.0092429174110293,0.0046964013017714,standing,train,211843848
2.82,0.019304202821849772,-0.03754243129254401,0.1364346468314531,-0.0545914992690086,-0.00224827718921,0.0127568915486335,standing,train,211843848
2.83,0.0057690120551600445,-0.0578865678794634,0.037193331081981126,-0.0485960952937603,-0.0116077717393636,0.014039241708815,standing,train,211843848
2.84,-0.008598141799652495,-0.013937466046533566,-0.18347435769833326,-0.0268960557878017,-0.0142723964527249,0.0096925729885697,standing,train,211843848
2.85,-0.023000260623977687,0.03271369210749005,-0.4092452409491659,0.0066116000525653,-0.0097591886296868,0.0027645481750369,standing,train,211843848
2.86,-0.023915323386302208,0.03434843471455695,-0.437485051992761,0.0425673797726631,-0.0031642420217394,-0.0027645481750369,standing,train,211843848
2.87,-0.02415584318733703,0.033731721843860536,-0.4558455243740962,0.0720614492893219,0.007444295566529,-0.0045798239298164,standing,train,211843848
2.88,-0.0755321089405831,-0.010770609789166089,-0.2999440503814316,0.0815708264708519,0.0168370977044105,-0.0021650076378136,standing,train,211843848
2.89,-0.12989179969408962,-0.05783337052573598,-0.13387557016396173,0.0592545941472053,0.0171035602688789,0.0014655436389148,standing,train,211843848
